N_EXPEDIEN;F_EXPEDIEN;CALLE;ALTURA;DIRECCION;SMP;M2;FECHA_ESTA;DESTINO;ZONIFICACI;TIPO_OBRA;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LAT;LNG
28.143.172/2016;16/2/2017 00:00;DE LOS INMIGRANTES AV.;2550;DE LOS INMIGRANTES AV. 2550;003-071-000;0;11/4/2017 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1104;C1104ADU;-34.584437752184044;-58.36944922872335
28.101.953/2016;16/2/2017 00:00;MONTES DE OCA, MANUEL AV.;861;MONTES DE OCA, MANUEL AV. 861;018-143-035;0;11/4/2017 00:00;;;AVISO DE OBRA;BARRACAS;COMUNA 4;1270;C1270AAI;-34.63820601561537;-58.37476971269762
27.603.989/2016;16/2/2017 00:00;PERON, JUAN DOMINGO, TTE. GENERAL;2002;PERON, JUAN DOMINGO, TTE. GENERAL 2002;009-059-001A;0;23/2/2017 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1040;C1040AAF;-34.6071127660984;-58.395350497764404
27.520.781/2016;16/2/2017 00:00;SAN BLAS;1951;SAN BLAS 1951;059-026-029A;0;20/1/2017 00:00;;;AVISO DE OBRA;VILLA GRAL. MITRE;COMUNA 11;1416;C1416EFG;-34.605424759955575;-58.46972114994844
27.104.366/2016;16/2/2017 00:00;MAURE;1691;MAURE 1691;023-110-023;0;5/5/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1426;C1426CUC;-34.56649935749755;-58.43583949794833
27.827.898/2016;16/2/2017 00:00;BLANCO ENCALADA;3440;BLANCO ENCALADA 3440;039-028-012;0;23/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1430;C1430BND;-34.56538270794787;-58.469412171762784
4.297.549/2017;16/2/2017 00:00;SALGUERO, JERONIMO;3212;SALGUERO, JERONIMO 3212;021-115A-009E;0;14/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425DFQ;-34.57475274243794;-58.403303938802075
3.356.737/2017;16/2/2017 00:00;DEFENSA;740;DEFENSA 740;002-046-017;0;17/2/2017 00:00;;;AVISO DE OBRA;SAN TELMO;COMUNA 1;1065;C1065AAN;-34.616471758888515;-58.371663209558996
3.540.044/2017;16/2/2017 00:00;PINO, VIRREY DEL;2771;PINO, VIRREY DEL 2771;037-124-015;0;2/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1426;C1426EGW;-34.56831778515329;-58.456224827799524
3.620.370/2017;16/2/2017 00:00;ZAVALIA;2179;ZAVALIA 2179;025-033-008;0;23/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428AKE;-34.55894153978804;-58.45320668044598
28.124.141/2016;16/2/2017 00:00;URQUIZA, GRAL.;1652;URQUIZA, GRAL. 1652;032-109-021;7184.23;1/6/2017 00:00;;;;PARQUE PATRICIOS;COMUNA 4;1243;C1243AEJ;-34.630134128484514;-58.4082526970773
3.614.622/2017;16/2/2017 00:00;CAMPOS, LUIS M. AV.;701;CAMPOS, LUIS M. AV. 701;023-087-000;0;20/3/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1426;C1426BOF;-34.57012168168913;-58.43573271684645
3.609.609/2017;16/2/2017 00:00;RIVADAVIA AV.;4493;RIVADAVIA AV. 4493;017-001-012H;0;13/2/2017 00:00;;;AVISO DE OBRA;ALMAGRO;COMUNA 5;1205;C1205AAE;-34.614898453344075;-58.429010324727734
3.514.999/2017;16/2/2017 00:00;NEWBERY, JORGE;1733;NEWBERY, JORGE 1733;023-094-014A;0;17/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1426;C1426CXE;-34.567561580694324;-58.43511017067231
3.513.179/2017;16/2/2017 00:00;LIBERTAD;1181;LIBERTAD 1181;003-004-010A;0;5/5/2017 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1012;C1012AAW;-34.59475713813734;-58.38434618520743
3.508.482/2017;16/2/2017 00:00;GUTIERREZ, JUAN MARIA;2674;GUTIERREZ, JUAN MARIA 2674;015-111-009A;0;17/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425AQD;-34.586711802449635;-58.400032435254374
3.501.456/2017;16/2/2017 00:00;ARENALES;2396;ARENALES 2396;011-016-007B;0;17/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1124;C1124AAL;-34.59382546559388;-58.40054667468899
3.486.210/2017;16/2/2017 00:00;LORETO, VIRREY;1667;LORETO, VIRREY 1667;023-054-012N;0;29/3/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1426;C1426DXC;-34.56321136276006;-58.44439401021363
3.485.239/2017;16/2/2017 00:00;BOYACA AV.;80;BOYACA AV. 80;065-128A-026;0;18/5/2017 00:00;;;AVISO DE OBRA;FLORES;COMUNA 7;1406;C1406BGB;-34.62594796199835;-58.457312033895754
3.485.103/2017;16/2/2017 00:00;MORENO, JOSE MARIA AV.;739;MORENO, JOSE MARIA AV. 739;040-067-030B;0;17/2/2017 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1424;C1424AAH;-34.62725386484812;-58.43407828153172
27.598.503/2016;16/2/2017 00:00;MOSCONI GENERAL AV.;2202;MOSCONI GENERAL AV. 2202;073-078-001E;2392.38;21/4/2017 00:00;;;;VILLA PUEYRREDON;COMUNA 12;1419;C1419EQO;-34.581518902210064;-58.49432442674096
3.433.356/2017;16/2/2017 00:00;PARANA;732;PARANA 732;005-029-012A;0;14/6/2017 00:00;;;AVISO DE OBRA;SAN NICOLAS;COMUNA 1;1017;C1017AAP;-34.600233112525736;-58.388165433030146
28.153.718/2016;16/2/2017 00:00;DIAZ VELEZ AV.;4001;DIAZ VELEZ AV. 4001;017-067-026;1343.11;29/8/2017 00:00;;;;ALMAGRO;COMUNA 5;1200;C1200AAH;-34.60851234794479;-58.42316733575926
3.425.196/2017;16/2/2017 00:00;CABRERA, JOSE A.;3577;CABRERA, JOSE A. 3577;015-002-026;0;17/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1186;C1186AAO;-34.59661010922531;-58.41658031310196
28.131.460/2016;16/2/2017 00:00;SCALABRINI ORTIZ, RAUL AV.;1269;SCALABRINI ORTIZ, RAUL AV. 1269;031-102-005;7302.61;28/9/2017 00:00;;;;PALERMO;COMUNA 14;1414;C1414DNM;-34.593339873814124;-58.42844683822482
27.747.513/2016;16/2/2017 00:00;SANCHEZ DE LORIA;1694;SANCHEZ DE LORIA 1694;030-030-018;670.18;31/8/2017 00:00;;;;SAN CRISTOBAL;COMUNA 3;1241;C1241ACH;-34.630148626698144;-58.411737588119884
27.714.105/2016;16/2/2017 00:00;CAAGUAZU;6181;CAAGUAZU 6181;072-138-022;695.96;21/3/2017 00:00;;;;LINIERS;COMUNA 9;1408;C1408ETI;-34.64381854631798;-58.515112855042545
8.245.269/2016;16/2/2017 00:00;GUISE;1870;GUISE 1870;015-009-012;1781 M2;24/2/2017 00:00;;;STOCK DEMOLICION TOTAL Y OBRA NUEVA;PALERMO;COMUNA 14;1425;C1425DPF;-34.591389887504846;-58.41355416017329
3.429.458/2017;16/2/2017 00:00;GONZALEZ, JOAQUIN V.;3162;GONZALEZ, JOAQUIN V. 3162;041-076-007;133.09;4/5/2017 00:00;;;;VILLA DEVOTO;COMUNA 11;1417;C1417AQV;-34.604683175473596;-58.50417095760599
4.284.539/2017;16/2/2017 00:00;LAS HERAS GENERAL AV.;2938;LAS HERAS GENERAL AV. 2938;015-054-006;0;17/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425AST;-34.58355031297055;-58.40293377008988
11.875.847/2016;16/2/2017 00:00;JARAMILLO;4718;JARAMILLO 4718;055-134-003;269.85;11/7/2017 00:00;;;;SAAVEDRA;COMUNA 12;1431;C1431ARB;-34.55902181637291;-58.490101995767304
21.828.758/2016;16/2/2017 00:00;SOLER;5942;SOLER 5942;035-076-001A;0;18/5/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425BYN;-34.57823980537385;-58.436000211698875
3.239.892/2017;16/2/2017 00:00;MITRE, BARTOLOME;3907;MITRE, BARTOLOME 3907;017-076-024A;0;7/6/2017 00:00;;;AVISO DE OBRA;ALMAGRO;COMUNA 5;1201;C1201AAW;-34.60977287501548;-58.421623043036334
27.629.254/2016;16/2/2017 00:00;RIVADAVIA AV.;602;RIVADAVIA AV. 602;002-027-001;0;11/4/2017 00:00;;;AVISO DE OBRA;MONSERRAT;COMUNA 1;1002;C1002AAR;-34.608073922528746;-58.375284567586775
3.209.086/2017;16/2/2017 00:00;LE BRETON, TOMAS A.;5555;LE BRETON, TOMAS A. 5555;063-067-024;0;11/4/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431BQK;-34.57329763440757;-58.49463499371594
24.681.658/2016;16/2/2017 00:00;SANTA FE AV.;1844;SANTA FE AV. 1844;011-076-006;0;23/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1123;C1123AAN;-34.59590904013889;-58.39401037265407
26.193.985/2016;16/2/2017 00:00;CALVO, CARLOS;2117;CALVO, CARLOS 2117;022-044-031A;0;18/5/2017 00:00;;;AVISO DE OBRA;SAN CRISTOBAL;COMUNA 3;1230;C1230AAG;-34.62059978779281;-58.39604376274868
118.917/2017;16/2/2017 00:00;HIDALGO;1054;HIDALGO 1054;045-067-032;0;29/3/2017 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1405;C1405BCR;-34.60705252284944;-58.44166091911341
3.342.470/2017;16/2/2017 00:00;ALBERDI, JUAN BAUTISTA AV.;2348;ALBERDI, JUAN BAUTISTA AV. 2348;048-117-017;0;16/2/2017 00:00;;;AVISO DE OBRA;FLORES;COMUNA 7;1406;C1406GRZ;-34.63102767878266;-58.46080490370638
3.319.598/2017;16/2/2017 00:00;JUNCAL;3501;JUNCAL 3501;021-033-014;0;11/4/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425AYW;-34.583924711539616;-58.4126728519044
27.322.534/2016;16/2/2017 00:00;LAS HERAS GENERAL AV.;2131;LAS HERAS GENERAL AV. 2131;011-039-020;0;15/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1127;C1127AAD;-34.58899698713697;-58.3951672297174
3.091.814/2017;16/2/2017 00:00;PACHECO;2260;PACHECO 2260;051-058-040;0;16/2/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431FIJ;-34.57427422292409;-58.48333967569725
3.077.494/2017;16/2/2017 00:00;MONTAÑESES;2641;MONTAÑESES 2641;027-091-013A;0;16/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428AQQ;-34.55245404266926;-58.45310588049395
3.044.413/2017;16/2/2017 00:00;RIO DE JANEIRO;587;RIO DE JANEIRO 587;017-005-010;0;29/3/2017 00:00;;;AVISO DE OBRA;ALMAGRO;COMUNA 5;1405;C1405CCG;-34.609156799981925;-58.43038086860582
24.821.840/2016;16/2/2017 00:00;CARRANZA, ANGEL JUSTINIANO;1941;CARRANZA, ANGEL JUSTINIANO 1941;035-060-018;896.26;21/3/2017 00:00;;;;PALERMO;COMUNA 14;1414;C1414COW;-34.580699473249894;-58.43616791082888
2.057.059/2017;16/2/2017 00:00;GUALEGUAYCHU;2868;GUALEGUAYCHU 2868;081-022-023;0;13/2/2017 00:00;;;AVISO DE OBRA;VILLA DEVOTO;COMUNA 11;1417;C1417AYR;-34.60888370535627;-58.50705543818714
1.852.146/2017;16/2/2017 00:00;NUÑEZ;3078;NUÑEZ 3078;041-095-006;0;13/2/2017 00:00;;;AVISO DE OBRA;NUÑEZ;COMUNA 13;1429;C1429BWV;-34.553424341157466;-58.47328881172796
3.010.016/2017;16/2/2017 00:00;ALSINA, ADOLFO;424;ALSINA, ADOLFO 424;002-042-002B;0;29/3/2017 00:00;;;AVISO DE OBRA;MONSERRAT;COMUNA 1;1087;C1087AAF;-34.61020116492345;-58.37248868785417
2.794.359/2017;16/2/2017 00:00;AMENABAR;4198;AMENABAR 4198;043-173-001;0;11/4/2017 00:00;;;AVISO DE OBRA;SAAVEDRA;COMUNA 12;1429;C1429AEZ;-34.54520093971019;-58.47283410987028
27.078.849/2016;16/2/2017 00:00;CARRIL, SALVADOR MARIA DEL AV.;2138;CARRIL, SALVADOR MARIA DEL AV. 2138;061-149A-003;161.37;6/6/2017 00:00;;;;AGRONOMIA;COMUNA 15;1419;C1419GZN;-34.58519632208087;-58.489266156252164
2.686.742/2017;16/2/2017 00:00;TROILO, ANIBAL;985;TROILO, ANIBAL 985;017-012-023;0;8/2/2017 00:00;;;AVISO DE OBRA;ALMAGRO;COMUNA 5;1197;C1197ABA;-34.60249631442389;-58.43189395954282
2.820.920/2017;16/2/2017 00:00;RODRIGUEZ PEÑA;176;RODRIGUEZ PEÑA 176;005-002-027;0;11/4/2017 00:00;;;AVISO DE OBRA;SAN NICOLAS;COMUNA 1;1020;C1020ADD;-34.607058738991675;-58.39077768831252
2.688.447/2017;16/2/2017 00:00;JUNCAL;970;JUNCAL 970;003-023-002I;0;17/2/2017 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1062;C1062ABH;-34.59288149382981;-58.38100775992168
687.040/2017;16/2/2017 00:00;SANTA FE AV.;3354;SANTA FE AV. 3354;019-162-007;0;20/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425BGV;-34.587534943279785;-58.412519579829215
27.124.394/2016;16/2/2017 00:00;PUEYRREDON AV.;562;PUEYRREDON AV. 562;013-099-020;0;18/5/2017 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1032;C1032ABS;-34.60382529087198;-58.40537620992383
2.767.134/2017;16/2/2017 00:00;BLANCO ENCALADA;2380;BLANCO ENCALADA 2380;025-006-003A;0;16/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428DDL;-34.559044582550776;-58.45871749164534
2.687.732/2017;16/2/2017 00:00;HIDALGO;820;HIDALGO 820;045-062-027;0;13/2/2017 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1405;C1405BCN;-34.6097094613702;-58.44128673929254
2.678.981/2017;16/2/2017 00:00;RIVADAVIA AV.;8507;RIVADAVIA AV. 8507;077-074-005F;0;16/2/2017 00:00;;;AVISO DE OBRA;VELEZ SARSFIELD;COMUNA 10;1407;C1407DYH;-34.634049239124614;-58.483285791703494
2.657.979/2017;16/2/2017 00:00;GODOY CRUZ;3236;GODOY CRUZ 3236;021-095-010A;0;29/3/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425FQV;-34.57312046296829;-58.42104109711092
2.646.440/2017;16/2/2017 00:00;COSTA RICA;4120;COSTA RICA 4120;019-060-004;0;20/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1176;C1176ADF;-34.59162898582574;-58.421039874533804
28.159.602/2016;17/2/2016 00:00;RIVADAVIA AV.;8245;RIVADAVIA AV. 8245;077-106-020;2132.75;15/8/2017 00:00;;;;FLORESTA;COMUNA 10;1407;C1407DYE;-34.63316537130428;-58.47965686030856
23.775.660/2016;17/2/2016 00:00;SIMBRON;5441;SIMBRON 5441;093-177-043;672.40;13/9/2017 00:00;;;;VILLA REAL;COMUNA 10;1408;C1408BHC;-34.617679875464525;-58.52348453928537
27.936.255/2016;17/2/2016 00:00;ESTADO PLURINACIONAL DE BOLIVIA;3088;ESTADO PLURINACIONAL DE BOLIVIA 3088;071-074-001B;733.62;18/4/2017 00:00;;;;VILLA DEL PARQUE;COMUNA 11;1417;C1417DDD;-34.5988796984868;-58.48689926397955
1.110.779/2017;17/2/2017 00:00;HONDURAS;5670;HONDURAS 5670;035-017-009;0;15/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1414;C1414BNF;-34.58366615053372;-58.437014055588044
25.442.878/2016;17/2/2017 00:00;NICARAGUA;5526;NICARAGUA 5526;035-058-003;0;26/1/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1414;C1414BWD;-34.582203334232155;-58.432881118030174
2.477.966/2017;17/2/2017 00:00;COMBATE DE LOS POZOS;61;COMBATE DE LOS POZOS 61;020-066-030A;0;23/2/2017 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1079;C1079AAA;-34.61007105706634;-58.393405698949316
2.643.900/2017;17/2/2017 00:00;BILLINGHURST;2330;BILLINGHURST 2330;015-030-037;0;13/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425DTV;-34.58519306253043;-58.405678510006425
1.958.962/2017;17/2/2017 00:00;AGUERO;1506;AGUERO 1506;015-085-019;0;8/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425EHJ;-34.59235916124152;-58.40783375509245
1.752.037/2017;17/2/2017 00:00;BOLIVAR;330;BOLIVAR 330;002-041-006;0;16/2/2017 00:00;;;AVISO DE OBRA;MONSERRAT;COMUNA 1;1066;C1066AAH;-34.61174757902347;-58.373331014846634
1.951.887/2017;17/2/2017 00:00;RIOBAMBA;1190;RIOBAMBA 1190;011-072-001;0;20/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1116;C1116ABH;-34.59489703885962;-58.39458846853249
28.129.754/2016;17/2/2016 00:00;CABRERA, JOSE A.;3291;CABRERA, JOSE A. 3291;015-060-018A;3588.55;29/6/2017 00:00;;;;RECOLETA;COMUNA 2;1186;C1186AAI;-34.59678409545841;-58.4127338862174
27.813.556/2016;17/2/2017 00:00;MORLOTE;868;MORLOTE 868;061-024-001;0;18/5/2017 00:00;;;AVISO DE OBRA;PATERNAL;COMUNA 15;1427;C1427BAP;-34.589405354057895;-58.47265896201997
27.798.424/2016;17/2/2017 00:00;DIAZ, CNEL. AV.;1418;DIAZ, CNEL. AV. 1418;015-006-027;0;24/1/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425DQN;-34.59378972793154;-58.414262525112164
28.051.997/2016;17/2/2016 00:00;RIVADAVIA AV.;6126;RIVADAVIA AV. 6126;042-042-005;4440.97;6/6/2017 00:00;;;;CABALLITO;COMUNA 6;1406;C1406GLR;-34.62513065798496;-58.452515415833794
28.045.876/2016;17/2/2016 00:00;DE LA TECNICA;5656;DE LA TECNICA 5656;063-083A-006;682.82;19/6/2017 00:00;;;;;;;;;
27.819.469/2016;17/2/2017 00:00;SANTA FE AV.;1402;SANTA FE AV. 1402;007-034-001A;0;18/5/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1060;C1060ABN;-34.59581268239085;-58.38735437033463
20.603.978/2016;17/2/2016 00:00;SAN MARTIN AV.;1738;SAN MARTIN AV. 1738;059-172-031A;7442.36;26/4/2017 00:00;;;;CABALLITO;COMUNA 6;1416;C1416CRS;-34.605904864215596;-58.45337102234992
27.886.229/2016;17/2/2017 00:00;SANTIAGO DEL ESTERO;779;SANTIAGO DEL ESTERO 779;012-032-034A;0;14/2/2017 00:00;;;AVISO DE OBRA;MONSERRAT;COMUNA 1;1075;C1075AAO;-34.617602036103996;-58.38437172413392
26.169.533/2016;17/2/2016 00:00;SAN LUIS;3073;SAN LUIS 3073;013-075-026;1094.25;26/7/2017 00:00;;;;BALVANERA;COMUNA 3;1186;C1186ACG;-34.59948053673302;-58.40827655972785
28.219.996/2016;17/2/2017 00:00;ALVAREZ THOMAS AV.;114;ALVAREZ THOMAS AV. 114;033-074-000;0;14/2/2017 00:00;;;AVISO DE OBRA;CHACARITA;COMUNA 15;1427;C1427CCO;-34.58239988773939;-58.44640046615585
1.943.294/2017;17/2/2017 00:00;TUCUMAN;1845;TUCUMAN 1845;009-081-028A;0;11/4/2017 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1050;C1050AAK;-34.60197995618305;-58.39334956400232
2.134.523/2017;17/2/2017 00:00;SUIPACHA;556;SUIPACHA 556;005-072-038A;0;17/2/2017 00:00;;;AVISO DE OBRA;SAN NICOLAS;COMUNA 1;1008;C1008AAL;-34.60178195036643;-58.37961337899066
1.738.104/2017;17/2/2017 00:00;PARAGUAY;3034;PARAGUAY 3034;015-081-009;0;11/4/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425BRL;-34.59541826845596;-58.410318634902026
27.370.104/2016;17/2/2017 00:00;CABILDO AV.;2971;CABILDO AV. 2971;027-004-012;0;14/2/2017 00:00;;;AVISO DE OBRA;NUÑEZ;COMUNA 13;1429;C1429AAA;-34.55469469195486;-58.46309199764872
28.036.283/2016;17/2/2017 00:00;LAVALLE;560;LAVALLE 560;001-029-007;0;22/2/2017 00:00;;;AVISO DE OBRA;SAN NICOLAS;COMUNA 1;1047;C1047AAL;-34.60220820126756;-58.374745128235595
27.322.327/2016;17/2/2017 00:00;GURRUCHAGA;2128;GURRUCHAGA 2128;019-119-028;0;23/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425FEF;-34.58596655089615;-58.42412820525555
999.266/2017;17/2/2017 00:00;MENDOZA AV.;5302;MENDOZA AV. 5302;051-034-001;0;23/2/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431CIR;-34.578541252757475;-58.48588643126991
27.693.334/2016;17/2/2017 00:00;CIUDAD DE LA PAZ;1376;CIUDAD DE LA PAZ 1376;037-144-018;0;20/3/2017 00:00;;;AVISO DE OBRA;COLEGIALES;COMUNA 13;1426;C1426AGZ;-34.568427362403646;-58.4515047082824
27.693.334/2016;17/2/2017 00:00;CIUDAD DE LA PAZ;1376;CIUDAD DE LA PAZ 1376;037-144-018;0;29/3/2017 00:00;;;AVISO DE OBRA;COLEGIALES;COMUNA 13;1426;C1426AGZ;-34.568427362403646;-58.4515047082824
817.030/2017;17/2/2017 00:00;CALLAO AV.;1691;CALLAO AV. 1691;007-008-008;0;23/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1024;C1024AAC;-34.590188946639174;-58.39002411778488
945.273/2017;17/2/2017 00:00;SUCRE, ANTONIO JOSE DE, MCAL.;1351;SUCRE, ANTONIO JOSE DE, MCAL. 1351;025-075-016E;0;14/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428DUO;-34.55757604471492;-58.44441048642904
561.341/2017;17/2/2017 00:00;CORDOBA AV.;1363;CORDOBA AV. 1363;007-038-023A;0;14/2/2017 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1055;C1055AAD;-34.599185189037506;-58.38641951155457
553.626/2017;17/2/2017 00:00;DARREGUEYRA;2196;DARREGUEYRA 2196;019-123-001;0;15/6/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425FLO;-34.58307903665015;-58.42653438225153
471.483/2017;17/2/2017 00:00;SANTA FE AV.;3117;SANTA FE AV. 3117;015-048-004B;0;15/6/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425BGG;-34.589724125440405;-58.40914189739468
262.776/2017;17/2/2017 00:00;MAIPU AV.;1256;MAIPU AV. 1256;003-046-013;0;11/4/2017 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1006;C1006ACT;-34.59342904013207;-58.37627714077437
260.548/2017;17/2/2017 00:00;ARENALES;945;ARENALES 945;003-023-015;0;20/2/2017 00:00;;;AVISO DE OBRA;RETIRO;COMUNA 1;1061;C1061AAE;-34.59408846307599;-58.380615417269496
565.647/2017;17/2/2017 00:00;CORRIENTES AV.;3158;CORRIENTES AV. 3158;013-069-006;0;12/7/2017 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1193;C1193AAQ;-34.604126742431035;-58.409969762722085
258.001/2017;17/2/2017 00:00;SANTA FE AV.;1440;SANTA FE AV. 1440;007-034-004;0;20/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1060;C1060ABN;-34.595822309001925;-58.38768119086151
27.304.798/2016;17/2/2017 00:00;TRIUNVIRATO AV.;4601;TRIUNVIRATO AV. 4601;051-059-011B;0;18/5/2017 00:00;;;AVISO DE OBRA;VILLA URQUIZA;COMUNA 12;1431;C1431FBJ;-34.57485936040712;-58.4853863408882
27.421.030/2016;17/2/2017 00:00;AVELLANEDA;255;AVELLANEDA 255;045-119-017;0;20/2/2017 00:00;;;AVISO DE OBRA;CABALLITO;COMUNA 6;1405;C1405CNC;-34.61242330990349;-58.43400389148872
120.509/2017;17/2/2017 00:00;ANCHORENA, TOMAS MANUEL DE, DR.;1284;ANCHORENA, TOMAS MANUEL DE, DR. 1284;015-116-042;0;14/2/2017 00:00;;;AVISO DE OBRA;RECOLETA;COMUNA 2;1425;C1425ELD;-34.594451317446165;-58.40627063631894
114.554/2017;17/2/2017 00:00;GUEMES;4201;GUEMES 4201;019-170-023;0;20/2/2017 00:00;;;AVISO DE OBRA;PALERMO;COMUNA 14;1425;C1425BLA;-34.584334912947085;-58.419743866966336
27.635.885/2016;17/2/2017 00:00;PUEYRREDON, HONORIO, DR. AV.;705;PUEYRREDON, HONORIO, DR. AV. 705;045-056-010A;3840.00;15/5/2017 00:00;;;DEMOLICION TOTAL Y OBRA;CABALLITO;COMUNA 6;1405;C1405BAE;-34.61169993698823;-58.44220031311459
2.585.859/2017;17/2/2017 00:00;ARAUJO;579;ARAUJO 579;060-072-032;270.75;20/2/2017 00:00;;;DEMOLICION TOTAL Y OBRA;VILLA LURO;COMUNA 10;1440;C1440DLA;-34.643384784930404;-58.50216219066891
21.722.435/2015;17/2/2016 00:00;ESTADO DE ISRAEL AV.;4652;ESTADO DE ISRAEL AV. 4652;017-017-008;3000.68;19/6/2017 00:00;;;;ALMAGRO;COMUNA 5;1185;C1185AAS;-34.600266700408575;-58.430486860085274
4.499.284/2017;17/2/2017 00:00;SIN NOMBRE OFICIAL;S/N;SIN NOMBRE OFICIAL S/N;068-123-002;1620.12;16/3/2017 00:00;;;DEMOLICION TOTAL Y OBRA;;;;;;
27.719.652/2016;17/2/2017 00:00;GARCIA GRANDE DE ZEQUEIRA, SEVERO;6941;GARCIA GRANDE DE ZEQUEIRA, SEVERO 6941;074-058-035;388.54;23/5/2017 00:00;;;DEMOLICION TOTAL Y OBRA;MATADEROS;COMUNA 9;1440;C1440BUG;-34.65631260078033;-58.511652600828896
27.931.823/2016;17/2/2016 00:00;ZAMUDIO;3024;ZAMUDIO 3024;069-063-003;1190.33;3/4/2017 00:00;;;;VILLA DEL PARQUE;COMUNA 11;1417;C1417DOF;-34.59926169433441;-58.483257482481335
48.260/2017;17/2/2017 00:00;CABILDO AV.;1833;CABILDO AV. 1833;025-001-008A;0;15/2/2017 00:00;;;AVISO DE OBRA;BELGRANO;COMUNA 13;1428;C1428AAA;-34.56436463342302;-58.45452759732095
993.319/2017;17/2/2017 00:00;CHILE;1315;CHILE 1315;012-033-028;0;6/2/2017 00:00;;;AVISO DE OBRA;MONSERRAT;COMUNA 1;1098;C1098ABA;-34.616602453309135;-58.38454111131821
27.480.518/2016;17/2/2017 00:00;TUCUMAN;1867;TUCUMAN 1867;009-081-026;0;18/5/2017 00:00;;;AVISO DE OBRA;BALVANERA;COMUNA 3;1050;C1050AAK;-34.60199396969564;-58.39363068459639
28.049.712/2016;17/2/2017 00:00;IBERA;2306;IBERA 2306;027-005-001F;0;16/2/2017 00:00;;;AVISO DE OBRA;NUÑEZ;COMUNA 13;1429;C1429CMH;-34.55311008726332;-58.46365983956843
